chr13,10000,10100,397733,236970,522466,100,3977.33,2369.7,5224.66
chr13,10050,10150,430321,254797,576540,100,4303.21,2547.97,5765.4
chr13,10100,10200,428551,249931,582852,100,4285.51,2499.31,5828.52
chr13,10150,10250,623853,366952,767082,100,6238.53,3669.52,7670.82
chr13,10200,10300,1043752,608021,1189546,100,10437.52,6080.21,11895.46
chr13,10250,10350,990231,564126,1138693,100,9902.31,5641.26,11386.93
chr13,10300,10376,468859,255636,566895,76,6169.197368,3363.631579,7459.144737
chr13,10350,10376,112939,58142,141428,26,4343.807692,2236.230769,5439.538462
chr13,10650,10750,427646,229924,545624,100,4276.46,2299.24,5456.24
chr13,10700,10800,422290,234449,557137,100,4222.9,2344.49,5571.37
chr13,10750,10850,403344,230717,555469,100,4033.44,2307.17,5554.69
chr13,10800,10900,401525,228939,563035,100,4015.25,2289.39,5630.35
chr13,10850,10950,407606,229940,572711,100,4076.06,2299.4,5727.11
chr13,10900,11000,414945,232746,581505,100,4149.45,2327.46,5815.05
chr13,10950,11050,456077,252600,613668,100,4560.77,2526,6136.68
chr13,11000,11100,496716,270476,637013,100,4967.16,2704.76,6370.13
chr13,11050,11150,473523,253796,606307,100,4735.23,2537.96,6063.07
chr13,11100,11200,436303,233155,576254,100,4363.03,2331.55,5762.54
chr13,11150,11250,420582,223015,558326,100,4205.82,2230.15,5583.26
chr13,11200,11300,430522,225433,557683,100,4305.22,2254.33,5576.83
chr13,11250,11350,452340,243520,584896,100,4523.4,2435.2,5848.96
chr13,11300,11400,451453,253381,591230,100,4514.53,2533.81,5912.3
chr13,11350,11450,440771,253566,571798,100,4407.71,2535.66,5717.98
chr13,11400,11500,424302,251259,548027,100,4243.02,2512.59,5480.27
chr13,11450,11550,412054,248089,541089,100,4120.54,2480.89,5410.89
chr13,11500,11590,370594,215478,489578,90,4117.711111,2394.2,5439.755556
chr13,11550,11590,163784,91397,215576,40,4094.6,2284.925,5389.4
chr13,11897,11997,398755,189657,491446,100,3987.55,1896.57,4914.46
chr13,11947,12047,407917,202940,508830,100,4079.17,2029.4,5088.3
chr13,11997,12097,420512,212213,535254,100,4205.12,2122.13,5352.54
chr13,12047,12147,437047,224059,550284,100,4370.47,2240.59,5502.84
chr13,12097,12197,432498,232101,538643,100,4324.98,2321.01,5386.43
chr13,12147,12241,333818,188623,416077,94,3551.255319,2006.62766,4426.351064
chr13,12197,12241,125053,73043,156763,44,2842.113636,1660.068182,3562.795455
chr13,998900,999000,795270,357103,877943,100,7952.7,3571.03,8779.43
chr13,998950,999050,880966,433830,1000429,100,8809.66,4338.3,10004.29
chr13,999000,999100,882522,479520,1056364,100,8825.22,4795.2,10563.64
chr13,999050,999150,896870,521366,1120546,100,8968.7,5213.66,11205.46
chr13,999100,999200,956484,558718,1196865,100,9564.84,5587.18,11968.65
